vendor,product,version,date,url
others,erpoe5,4574253,7/9/13,https://www.ui.com/downloads/firmwares/edgemax/v1.2.0/ER-e100.v1.2.0.4574253.tar
others,erpoe5,5082526,5/14/18,https://www.ui.com/downloads/firmwares/edgemax/v1.10.x/ER-e100.v1.10.3.5082526.tar
others,erpoe5,5098915,6/28/18,https://www.ui.com/downloads/firmwares/edgemax/v1.10.x/ER-e100.v1.10.5.5098915.tar
others,erpoe5,5098915,8/28/18,https://www.ui.com/downloads/firmwares/edgemax/v1.10.x/ER-e100.v1.10.6.5112654.tar
others,erpoe5,5024004,10/12/17,https://www.ui.com/downloads/firmwares/edgemax/v1.9.7/ER-e100.v1.9.7+hotfix.4.5024004.tar
others,erpoe5,4901118,8/8/16,https://www.ui.com/downloads/firmwares/edgemax/v1.9.0/ER-e100.v1.9.0.4901118.tar
others,erpoe5,5067571,3/21/18,https://www.ui.com/downloads/firmwares/edgemax/v1.10.x/ER-e100.v1.10.1.5067571.tar
others,erpoe5,5127970,10/3/18,https://www.ui.com/downloads/firmwares/edgemax/v1.10.x/ER-e100.v1.10.7.5127970.tar
others,erpoe5,4884695,6/13/16,https://www.ui.com/downloads/firmwares/edgemax/v1.8.5/ER-e100.v1.8.5.4884695.tar
others,erpoe5,4574253,6/20/14,https://www.ui.com/downloads/firmwares/edgemax/v1.5.0/ER-e100.v1.5.0.4677648.tar
others,erpoe5,4605130,10/14/13,https://www.ui.com/downloads/firmwares/edgemax/v1.3.0/ER-e100.v1.3.0.4605130.tar
others,erpoe5,5013619,9/6/17,https://www.ui.com/downloads/firmwares/edgemax/v1.9.7/ER-e100.v1.9.7+hotfix.3.5013619.tar
others,erpoe5,5001798,7/24/17,https://www.ui.com/downloads/firmwares/edgemax/v1.9.7/ER-e100.v1.9.7.5001798.tar
others,erpoe5,4977347,4/28/17,https://www.ui.com/downloads/firmwares/edgemax/v1.9.1.1/ER-e100.v1.9.1.1.4977347.tar
others,erpoe5,4939093,12/22/16,https://www.ui.com/downloads/firmwares/edgemax/v1.9.1/ER-e100.v1.9.1.4939093.tar
others,erpoe5,unknown,6/29/15,https://www.ui.com/downloads/firmwares/edgemax/v1.7.0/ER-e100.v1.7.0.4783374.tar
others,erpoe5,5189348,5/31/19,https://www.ui.com/downloads/firmwares/edgemax/v2.0.x/ER-e100.v2.0.3.5189348.tar
others,erpoe5,5174691,3/29/19,https://www.ui.com/downloads/firmwares/edgemax/v2.0.x/ER-e100.v2.0.1.5174691.tar
others,erpoe5,5142440,11/29/18,https://www.ui.com/downloads/firmwares/edgemax/v1.10.x/ER-e100.v1.10.8.5142440.tar
others,erpoe5,5005851,8/9/17,https://www.ui.com/downloads/firmwares/edgemax/v1.9.7/ER-e100.v1.9.7+hotfix.1.5005851.tar
others,erpoe5,5010182,8/22/17,https://www.ui.com/downloads/firmwares/edgemax/v1.9.7/ER-e100.v1.9.7+hotfix.2.5010182.tar
